FLIGHTID,P_AIRCRAFTTYPE,R_ACODE,S_DEPTIME,S_ARRTIME,P_DEPTIME,P_ARRTIME,R_DEPAP,R_DEPTIME,entry_timestamp,entry_lon,entry_lat,entry_height,entry_time_gap,Time_of_Entry,cluster_closed
CCA1553,A321,7037.0,202508011530,202508011815,202508011530,202508011744,ZSWZ,202508011537.0,2025-08-01 17:29:00,116.446366,38.680328,539.98,61.0,24.0,0.0
CCA1558,B748,5077.0,202508011525,202508011745,202508011525,202508011702,ZSSS,202508011537.0,2025-08-01 16:54:00,116.451588,38.683208,538.02,60.0,25.0,0.0
CCA156,B738,7356.0,202508011750,202508011930,202508011750,202508011857,ZYTL,202508011756.0,2025-08-01 18:30:00,117.90831,38.633458,539.0,60.0,26.0,4.0
CCA1560,A321,124.0,202508011545,202508011705,202508011545,202508011638,ZSYT,202508011600.0,2025-08-01 16:27:00,117.965056,38.614056,509.0,60.0,30.0,4.0
CCA1562,B38M,1050.0,202508011705,202508011855,202508011705,202508011839,ZSNJ,202508011714.0,2025-08-01 18:28:00,116.49235,38.702646,535.26,60.0,23.0,0.0
CCA1564,B77W,5042.0,202508010755,202508011010,202508010755,202508010937,ZSSS,202508010815.0,2025-08-01 09:36:00,116.484367,38.699772,509.0,61.0,28.0,0.0
CCA1568,A21N,7030.0,202508011240,202508011530,202508011240,202508011452,ZSWZ,202508011243.0,2025-08-01 14:34:00,116.465833,38.689722,539.0,60.0,32.0,0.0
CCA1572,A321,3776.0,202508012105,202508012240,202508012105,202508012213,ZSQD,202508012108.0,2025-08-01 21:52:00,116.498889,38.706389,539.0,60.0,25.0,0.0
CCA1574,A332,7036.0,202508011945,202508012225,202508011945,202508012200,ZSWZ,202508011955.0,2025-08-01 21:41:00,116.506169,38.708616,539.0,60.0,21.0,0.0
CCA1576,B38M,107.0,202508011120,202508011255,202508011120,202508011230,ZSQD,202508011134.0,2025-08-01 12:22:00,116.435361,38.674421,539.0,60.0,35.0,0.0
CCA1582,B738,2733.0,202508010800,202508011020,202508010800,202508010959,ZSCN,202508010806.0,2025-08-01 09:42:00,116.411722,38.660296,509.0,60.0,31.0,0.0
CCA1586,A20N,7207.0,202508010820,202508010935,202508010820,202508010912,ZSYT,202508010825.0,2025-08-01 08:55:00,117.933151,38.624854,509.0,61.0,26.0,4.0
CCA1590,B77W,7401.0,202508010855,202508011110,202508010855,202508011037,ZSSS,202508010934.0,2025-08-01 10:56:00,116.460379,38.687384,539.0,55.0,26.0,0.0
CCA1592,B738,7432.0,202508011125,202508011310,202508011205,202508011332,ZSYN,202508011240.0,2025-08-01 13:38:00,116.3975,38.642778,509.0,57.0,29.0,0.0
CCA1594,A20N,7206.0,202508012240,202508012355,202508012240,202508012331,ZSYT,202508012250.0,2025-08-01 23:17:00,118.020278,38.594444,539.0,60.0,36.0,4.0
CCA1598,B738,116.0,202508012220,202508012355,202508012220,202508012324,ZSWH,202508012305.0,2025-08-01 23:42:00,117.985833,38.606111,539.0,55.0,27.0,4.0
CCA1602,B38M,6456.0,202508010905,202508011040,202508010905,202508011017,ZYTX,202508010917.0,2025-08-01 10:12:00,117.001111,40.705,357.0,58.0,24.0,2.0
CCA1604,B738,2551.0,202508011505,202508011725,202508011505,202508011645,ZYHB,202508011514.0,2025-08-01 16:31:00,117.011302,40.713802,360.33,61.0,24.0,2.0
CCA1606,B738,7357.0,202508010715,202508010840,202508010715,202508010822,ZYTL,202508010723.0,2025-08-01 07:57:00,117.948954,38.619676,539.0,60.0,27.0,4.0
CCA1612,A333,2566.0,202508012040,202508012240,202508012040,202508012219,ZYHB,202508012111.0,2025-08-01 22:30:00,117.016544,40.717928,360.0,61.0,24.0,2.0
CCA1616,B738,1265.0,202508011745,202508012015,202508011745,202508011940,ZYYJ,202508011738.0,2025-08-01 19:14:00,117.025676,40.724102,360.0,60.0,20.0,2.0
CCA162,A321,,202508010805,202508011120,202508010805,202508011043,RJBB,202508010829.0,2025-08-01 10:40:00,117.951111,38.618889,539.0,60.0,29.0,4.0
CCA1622,A20N,2553.0,202508012120,202508012330,202508012120,202508012256,ZYHB,202508012122.0,2025-08-01 22:40:00,117.000278,40.703333,360.0,56.0,24.0,2.0
CCA1624,B738,2561.0,202508011515,202508011720,202508011515,202508011656,ZYHB,202508011526.0,2025-08-01 16:45:00,117.024513,40.727992,390.0,61.0,26.0,2.0
CCA1636,A320,1625.0,202508012120,202508012255,202508012120,202508012230,ZYTX,202508012142.0,2025-08-01 22:35:00,117.029722,40.729167,390.0,60.0,22.0,2.0
CCA1638,B737,1271.0,202508010835,202508011025,202508010835,202508011005,ZYTN,202508010831.0,2025-08-01 09:41:00,117.031783,40.732213,360.0,62.0,25.0,2.0
CCA1640,A321,2555.0,202508010830,202508011025,202508010830,202508011007,ZYHB,202508010840.0,2025-08-01 09:58:00,116.983452,40.689103,390.1,61.0,24.0,2.0
CCA1642,A321,2556.0,202508012215,202508020025,202508012215,202508012353,ZYHB,202508012216.0,2025-08-01 23:37:00,117.006097,40.70872,358.03,61.0,25.0,2.0
CCA1644,A321,2556.0,202508011130,202508011340,202508011130,202508011307,ZYHB,202508011130.0,2025-08-01 12:51:00,116.97647,40.684122,353.23,62.0,18.0,2.0
CCA1650,A320,2517.0,202508011610,202508011815,202508011610,202508011744,ZYCC,202508011619.0,2025-08-01 17:35:00,116.986389,40.6925,359.0,56.0,20.0,2.0
CCA1652,B38M,5345.0,202508011100,202508011240,202508011100,202508011212,ZYTX,202508011122.0,2025-08-01 12:18:00,116.98148,40.688015,360.0,61.0,19.0,2.0
CCA1654,B738,2527.0,202508010800,202508010955,202508010800,202508010937,ZYCC,202508010756.0,2025-08-01 09:07:00,117.026625,40.733056,360.0,60.0,26.0,2.0
CCA166,A333,1265.0,202508011800,202508020540,202508011800,202508020446,YMML,202508011805.0,2025-08-02 04:34:00,115.892272,38.74379,539.0,64.0,22.0,3.0
CCA168,A321,,202508011820,202508012220,202508011820,202508012125,RJTT,202508011825.0,2025-08-01 21:04:00,118.015852,38.596231,539.05,60.0,28.0,4.0
CCA1684,AJ27,5301.0,202508012240,202508020100,202508012240,202508020023,ZYDQ,202508012236.0,2025-08-01 23:57:00,117.02235,40.721721,357.1,61.0,21.0,2.0
CCA1692,A321,2547.0,202508010910,202508011140,202508010910,202508011111,ZYJM,202508010921.0,2025-08-01 11:03:00,116.972843,40.680171,385.08,60.0,22.0,2.0
CCA1694,B738,5311.0,202508012225,202508020050,202508012225,202508020030,ZYJM,202508012307.0,2025-08-02 00:50:00,117.015556,40.7175,357.0,60.0,19.0,2.0
CCA170,A332,,202508011250,202508011730,202508011250,202508011634,RJCC,202508011326.0,2025-08-01 16:35:00,117.973514,38.609875,539.07,60.0,33.0,4.0
CCA1703,A319,1353.0,202508010800,202508011025,202508010800,202508011000,ZSHC,202508010811.0,2025-08-01 09:43:00,117.993825,38.602377,539.0,61.0,32.0,4.0
CCA1705,A21N,1360.0,202508010900,202508011125,202508010900,202508011100,ZSHC,202508010918.0,2025-08-01 10:46:00,117.984949,38.607065,539.48,60.0,28.0,4.0
CCA1707,A321,1361.0,202508011000,202508011230,202508011000,202508011200,ZSHC,202508011019.0,2025-08-01 12:01:00,118.025639,38.592958,553.65,60.0,33.0,4.0
CCA1709,A21N,1360.0,202508011100,202508011325,202508011100,202508011300,ZSHC,202508011124.0,2025-08-01 13:00:00,117.972926,38.611074,539.83,60.0,31.0,4.0
CCA1711,B789,1352.0,202508011235,202508011455,202508011235,202508011433,ZSHC,202508011256.0,2025-08-01 14:35:00,118.014981,38.596361,539.73,60.0,36.0,4.0
CCA1713,A20N,1363.0,202508011300,202508011515,202508011300,202508011458,ZSHC,202508011313.0,2025-08-01 14:53:00,117.911806,38.632329,509.0,60.0,32.0,4.0
CCA1715,A321,1365.0,202508011340,202508011625,202508011340,202508011540,ZSHC,202508011430.0,2025-08-01 16:04:00,117.945792,38.620551,539.03,61.0,24.0,4.0
CCA1717,A319,1352.0,202508011500,202508011725,202508011500,202508011700,ZSHC,202508011523.0,2025-08-01 16:54:00,117.9425,38.619722,539.0,56.0,29.0,4.0
CCA1719,B738,1357.0,202508011600,202508011835,202508011600,202508011802,ZSHC,202508011612.0,2025-08-01 17:46:00,118.027204,38.591944,539.0,60.0,30.0,4.0
CCA1721,A321,1366.0,202508011700,202508011930,202508011700,202508011900,ZSHC,202508011723.0,2025-08-01 18:56:00,117.915704,38.630852,539.0,60.0,28.0,4.0
CCA1723,B737,1353.0,202508011800,202508012045,202508011800,202508012003,ZSHC,202508011806.0,2025-08-01 19:39:00,117.947051,38.619861,509.0,60.0,25.0,4.0
CCA1725,A21N,1363.0,202508011900,202508012130,202508011900,202508012101,ZSHC,202508011924.0,2025-08-01 20:57:00,117.93629,38.623909,539.0,56.0,26.0,4.0
CCA1727,A21N,1361.0,202508012000,202508012225,202508012000,202508012200,ZSHC,202508012027.0,2025-08-01 22:00:00,117.933056,38.625,539.0,60.0,28.0,4.0
CCA1729,C919,3657.0,202508012100,202508012330,202508012100,202508012252,ZSHC,202508012108.0,2025-08-01 22:36:00,116.401362,38.654005,539.0,62.0,30.0,0.0
CCA174,B789,1253.0,202508011740,202508020525,202508011740,202508020423,YSSY,202508011807.0,2025-08-02 04:45:00,115.815616,38.670454,509.0,60.0,22.0,3.0
CCA180,B38M,2733.0,202508010625,202508011115,202508010625,202508011024,RPLL,202508010625.0,2025-08-01 10:09:00,115.823784,38.677268,509.0,61.0,23.0,3.0
CCA1802,A321,7007.0,202508010720,202508011010,202508010720,202508010946,ZSAM,202508010722.0,2025-08-01 09:28:00,116.3969,38.651971,539.0,62.0,25.0,0.0
CCA1806,B738,5325.0,202508011100,202508011345,202508011100,202508011318,ZSGS,202508011112.0,2025-08-01 13:01:00,116.382222,38.664426,509.0,61.0,19.0,3.0
CCA1808,A333,751.0,202508010835,202508011115,202508010835,202508011056,ZSFZ,202508010841.0,2025-08-01 10:34:00,116.431703,38.670636,539.0,62.0,28.0,0.0
CCA1810,A20N,164.0,202508011345,202508011645,202508011345,202508011609,ZSAM,202508011515.0,2025-08-01 17:22:00,116.450009,38.681139,539.0,60.0,25.0,0.0
CCA1812,A321,2702.0,202508012210,202508020110,202508012210,202508020038,ZSAM,202508012236.0,2025-08-02 00:36:00,116.3845,38.744556,539.0,60.0,17.0,3.0
CCA1818,B38M,5107.0,202508011115,202508011315,202508011115,202508011249,ZSNJ,202508011113.0,2025-08-01 12:17:00,116.419708,38.666806,539.0,60.0,24.0,0.0
CCA182,A333,,202508011300,202508011645,202508011300,202508011604,RJTT,202508011313.0,2025-08-01 15:52:00,117.971389,38.611667,539.0,60.0,30.0,4.0
CCA1820,B737,5102.0,202508010845,202508011035,202508010845,202508011021,ZSNJ,202508010935.0,2025-08-01 10:39:00,116.39179,38.647969,539.0,61.0,27.0,0.0
CCA1822,A21N,5135.0,202508010700,202508010935,202508010700,202508010920,ZSFZ,202508010707.0,2025-08-01 08:59:00,116.399093,38.707102,539.0,60.0,19.0,3.0
CCA1826,B738,7434.0,202508010950,202508011140,202508010950,202508011123,ZSCG,202508010948.0,2025-08-01 11:01:00,116.437222,38.676111,509.0,55.0,28.0,0.0
CCA1834,A321,155.0,202508011540,202508011900,202508011540,202508011807,ZSAM,202508011640.0,2025-08-01 18:45:00,116.460318,38.687242,539.0,55.0,29.0,0.0
CCA1836,A333,5045.0,202508011850,202508012130,202508011850,202508012036,ZSPD,202508011930.0,2025-08-01 20:56:00,116.415069,38.66137,539.0,60.0,25.0,0.0
CCA184,A321,,202508010730,202508011115,202508010730,202508011033,RJTT,202508010745.0,2025-08-01 10:24:00,117.946926,38.621704,538.07,60.0,26.0,4.0
CCA1842,A319,1064.0,202508010855,202508011040,202508010855,202508011023,ZSYA,202508010942.0,2025-08-01 10:44:00,116.371981,38.727139,539.0,60.0,19.0,3.0
CCA1844,A321,2764.0,202508011615,202508011815,202508011615,202508011744,ZSOF,202508011638.0,2025-08-01 17:48:00,116.480847,38.697186,538.03,61.0,22.0,0.0
CCA1846,B38M,2141.0,202508010920,202508011110,202508010920,202508011051,ZSOF,202508010940.0,2025-08-01 10:46:00,116.409847,38.661528,509.0,60.0,25.0,0.0
CCA1848,A321,1060.0,202508011350,202508011540,202508011350,202508011522,ZSNJ,202508011401.0,2025-08-01 15:07:00,116.453917,38.682542,539.0,60.0,26.0,0.0
CCA1850,A321,1331.0,202508012255,202508020120,202508012255,202508020055,ZSNB,202508012306.0,2025-08-02 00:38:00,116.395495,38.696782,509.0,60.0,18.0,3.0
CCA1852,A320,1046.0,202508011010,202508011240,202508011010,202508011215,ZSLQ,202508011015.0,2025-08-01 12:02:00,116.386843,38.644741,539.0,60.0,31.0,0.0
CCA186,A321,6276.0,202508011300,202508011615,202508011301,202508011548,RCTP,202508011406.0,2025-08-01 16:23:00,116.492542,38.70306,539.0,60.0,27.0,0.0
CCA1860,A20N,5136.0,202508012205,202508020050,202508012300,202508020119,ZSFZ,202508012315.0,2025-08-02 01:11:00,116.392801,38.698935,539.0,60.0,19.0,3.0
CCA1868,A319,2773.0,202508011455,202508011640,202508011455,202508011611,ZSFY,202508011520.0,2025-08-01 16:21:00,115.878815,38.732444,509.0,60.0,21.0,3.0
CCA1874,B738,1042.0,202508011815,202508012045,202508011815,202508012019,ZSLI,202508011904.0,2025-08-01 20:40:00,116.472069,38.692486,539.0,60.0,24.0,0.0
CCA1884,A359,5060.0,202508011635,202508011900,202508011635,202508011821,ZSPD,202508011717.0,2025-08-01 18:41:00,117.96735,38.613342,539.0,61.0,28.0,4.0
CCA1888,B737,2776.0,202508012025,202508012300,202508012025,202508012215,ZSJD,202508012033.0,2025-08-01 21:58:00,116.460556,38.6875,509.0,56.0,28.0,0.0
CCA1892,B737,1002.0,202508011630,202508011915,202508011710,202508011914,ZSJU,202508011718.0,2025-08-01 18:53:00,116.434796,38.674097,539.0,60.0,27.0,0.0
CCA1896,A320,2737.0,202508011035,202508011240,202508011120,202508011317,ZSSR,202508011205.0,2025-08-01 13:43:00,116.414485,38.662509,509.0,61.0,28.0,0.0
CCA1898,B738,1067.0,202508011640,202508011830,202508011640,202508011802,ZSLG,202508011634.0,2025-08-01 17:21:00,117.928699,38.62625,539.0,60.0,27.0,4.0
CCA1900,B737,5063.0,202508011045,202508011255,202508011045,202508011224,ZSNT,202508011042.0,2025-08-01 11:59:00,116.426833,38.668222,509.0,60.0,22.0,0.0
CCA1902,B77W,7430.0,202508011445,202508011915,202508011445,202508011745,ZWWW,202508011510.0,2025-08-01 17:58:00,116.382814,40.424235,360.0,61.0,21.0,2.0
CCA1904,A321,3146.0,202508012140,202508020105,202508012230,202508020111,ZGSD,202508012231.0,2025-08-02 00:57:00,115.839296,38.693093,509.0,60.0,20.0,3.0
CCA1908,B738,2427.0,202508010735,202508011050,202508010735,202508011018,ZGSD,202508010724.0,2025-08-01 09:52:00,115.87375,38.726657,539.0,60.0,24.0,3.0
CCA1912,B738,3176.0,202508011215,202508011600,202508011215,202508011515,ZGBH,202508011214.0,2025-08-01 14:52:00,115.8575,38.711389,539.0,60.0,22.0,3.0
CCA1914,A321,7464.0,202508011605,202508011745,202508011605,202508011712,ZHCC,202508011648.0,2025-08-01 17:36:00,115.819107,38.672045,509.0,61.0,22.0,3.0
CCA1916,A321,6264.0,202508010905,202508011040,202508010905,202508011013,ZHCC,202508010907.0,2025-08-01 09:57:00,115.832613,38.688032,509.0,59.0,24.0,3.0
CCA1918,A20N,3112.0,202508012010,202508012325,202508012010,202508012244,ZGHZ,202508012053.0,2025-08-01 23:18:00,115.835509,38.68981,539.0,60.0,23.0,3.0
CCA1924,B738,340.0,202508011150,202508011355,202508011150,202508011340,ZHSY,202508011152.0,2025-08-01 13:17:00,115.825583,38.679333,509.0,60.0,21.0,3.0
CCA1930,A319,335.0,202508012045,202508012300,202508012045,202508012234,ZHYC,202508012051.0,2025-08-01 22:22:00,115.870018,38.723452,509.0,61.0,22.0,3.0
CCA1932,B738,2442.0,202508010800,202508011125,202508010800,202508011054,ZGNN,202508010802.0,2025-08-01 10:36:00,115.88537,38.736981,509.0,62.0,21.0,3.0
CCA1934,A320,2457.0,202508012015,202508012325,202508012015,202508012308,ZGNN,202508012021.0,2025-08-01 22:58:00,115.868611,38.722222,509.0,60.0,21.0,3.0
CCA1936,B738,2461.0,202508011620,202508011950,202508011620,202508011915,ZGNN,202508011618.0,2025-08-01 18:52:00,115.835795,38.689705,508.0,65.0,24.0,3.0
CCA1938,A321,2402.0,202508011905,202508012205,202508011905,202508012135,ZGKL,202508011859.0,2025-08-01 21:09:00,115.846667,38.701389,509.0,60.0,21.0,3.0
CCA1940,A333,2400.0,202508011055,202508011355,202508011055,202508011322,ZGKL,202508011057.0,2025-08-01 13:05:00,115.861102,38.714713,536.1,61.0,23.0,3.0
CCA1950,B738,4274.0,202508011430,202508011815,202508011430,202508011746,ZJHK,202508011459.0,2025-08-01 17:59:00,115.805,38.660278,479.0,60.0,24.0,3.0
CCA1954,B738,4570.0,202508012145,202508020010,202508012145,202508012345,ZGDY,202508012145.0,2025-08-01 23:28:00,115.873889,38.724722,509.0,56.0,22.0,3.0
CCA1956,B738,2475.0,202508011855,202508012200,202508011855,202508012135,ZGZH,202508011906.0,2025-08-01 21:30:00,115.851944,38.705417,539.0,60.0,21.0,3.0
CCA1958,B738,3123.0,202508011115,202508011425,202508011115,202508011351,ZGHZ,202508011133.0,2025-08-01 13:52:00,115.828056,38.683611,539.0,56.0,23.0,3.0
CCA4103,A319,7441.0,202508011430,202508011715,202508011430,202508011645,ZUUU,202508011437.0,2025-08-01 16:31:00,115.866667,38.721111,539.0,60.0,21.0,3.0
CCA4105,A333,7451.0,202508011600,202508011915,202508011600,202508011815,ZUUU,202508011604.0,2025-08-01 17:55:00,115.864463,38.718963,509.0,60.0,21.0,3.0
CCA4107,A333,7447.0,202508011000,202508011240,202508011000,202508011215,ZUUU,202508011015.0,2025-08-01 12:05:00,115.863447,38.718966,539.0,61.0,22.0,3.0
CCA4109,A332,7446.0,202508011500,202508011815,202508011500,202508011716,ZUUU,202508011502.0,2025-08-01 16:56:00,115.820325,38.677307,539.0,59.0,22.0,3.0
CCA4113,A333,7455.0,202508010800,202508011040,202508010800,202508011015,ZUUU,202508010808.0,2025-08-01 10:00:00,115.804572,38.660665,539.0,61.0,26.0,3.0
CCA4115,A21N,1511.0,202508011100,202508011340,202508011100,202508011315,ZUUU,202508011108.0,2025-08-01 12:58:00,115.828292,38.687134,539.98,60.0,21.0,3.0
CCA4117,A332,1511.0,202508011700,202508012030,202508011700,202508011916,ZUUU,202508011659.0,2025-08-01 18:50:00,115.801778,38.664056,539.0,60.0,23.0,3.0
CCA4119,A359,1527.0,202508010700,202508010945,202508010700,202508010918,ZUUU,202508010720.0,2025-08-01 09:09:00,115.877056,38.73065,539.0,62.0,21.0,3.0
CCA4124,A332,1571.0,202508011850,202508012255,202508011850,202508012220,ZULS,202508011849.0,2025-08-01 22:04:00,116.355063,40.424474,360.0,57.0,20.0,2.0
CCA4126,A332,1572.0,202508011315,202508011715,202508011315,202508011646,ZULS,202508011321.0,2025-08-01 16:38:00,116.412858,40.423692,360.0,62.0,22.0,2.0
CCA4128,A319,1576.0,202508010935,202508011325,202508010935,202508011302,ZUNZ,202508010925.0,2025-08-01 12:38:00,116.49311,40.422832,360.0,61.0,19.0,2.0
CCA4131,B738,5371.0,202508010800,202508011025,202508010800,202508011007,ZUCK,202508010807.0,2025-08-01 09:53:00,115.821167,38.674,509.0,60.0,24.0,3.0
CCA4135,B738,5362.0,202508011130,202508011400,202508011130,202508011337,ZUCK,202508011135.0,2025-08-01 13:23:00,115.839042,38.692194,539.0,60.0,22.0,3.0
CCA4137,B738,7410.0,202508010900,202508011125,202508010900,202508011107,ZUCK,202508010910.0,2025-08-01 10:56:00,115.809217,38.660624,539.0,61.0,23.0,3.0
CCA4141,B737,5353.0,202508011400,202508011630,202508011400,202508011607,ZUCK,202508011404.0,2025-08-01 15:52:00,115.88311,38.735542,509.0,61.0,21.0,3.0
CCA4143,B738,6445.0,202508011455,202508011730,202508011455,202508011702,ZUCK,202508011456.0,2025-08-01 16:45:00,115.844852,38.69838,509.0,60.0,21.0,3.0
CCA4147,B38M,5354.0,202508011730,202508012030,202508011730,202508011936,ZUCK,202508011733.0,2025-08-01 19:22:00,115.890458,38.742167,509.0,60.0,20.0,3.0
CCA4161,A20N,3534.0,202508010655,202508010950,202508010655,202508010923,ZUGY,202508010657.0,2025-08-01 09:06:00,115.883188,38.73587,509.0,61.0,22.0,3.0
CCA4165,A20N,1557.0,202508011650,202508011955,202508011650,202508011917,ZUGY,202508011658.0,2025-08-01 19:06:00,115.840037,38.6945,539.0,60.0,22.0,3.0
CCA4171,A20N,3520.0,202508010700,202508011035,202508010700,202508011023,ZPPP,202508010711.0,2025-08-01 10:20:00,116.475519,40.422905,360.0,61.0,18.0,2.0
CCA4173,A20N,3513.0,202508011705,202508012115,202508011705,202508012027,ZPPP,202508011719.0,2025-08-01 20:22:00,116.431944,40.423611,360.0,60.0,18.0,2.0
CCA4181,A21N,1527.0,202508011800,202508012100,202508011800,202508012015,ZUUU,202508011811.0,2025-08-01 20:03:00,115.823056,38.680556,509.0,56.0,21.0,3.0
CCA4183,A321,7440.0,202508012000,202508012245,202508012000,202508012215,ZUUU,202508012001.0,2025-08-01 21:57:00,115.872753,38.726447,539.0,57.0,21.0,3.0
CCA4185,A20N,7444.0,202508012000,202508012225,202508012000,202508012214,ZUUU,202508012005.0,2025-08-01 22:00:00,115.862773,38.716519,539.0,60.0,23.0,3.0
CCA422,A321,,202508012010,202508020005,202508012010,202508012315,RJTT,202508012019.0,2025-08-01 22:53:00,118.00425,38.600056,540.65,60.0,22.0,4.0
CCA588,A359,,202508010200,202508011220,202508010450,202508011407,LIMC,202508010525.0,2025-08-01 14:24:00,115.601046,40.431185,451.28,60.0,29.0,1.0
CCA702,B38M,,202508010010,202508010525,202508010010,202508010513,VGHS,202508010029.0,2025-08-01 05:24:00,116.379722,40.424167,360.0,60.0,21.0,2.0
CCA712,B738,4355.0,202508012100,202508012320,202508012100,202508012304,RKPC,202508012127.0,2025-08-01 22:55:00,117.954308,38.617054,509.0,61.0,25.0,4.0
CCA720,B789,4203.0,202508011820,202508020410,202508011820,202508020255,LHBP,202508011819.0,2025-08-02 02:28:00,116.280347,40.404278,360.5,60.0,16.0,2.0
CCA722,A332,,202508010030,202508010855,202508010030,202508010807,UMMS,202508010027.0,2025-08-01 07:56:00,115.604722,40.427778,445.0,56.0,26.0,1.0
CCA724,B38M,471.0,202508011830,202508012035,202508011830,202508012010,ZMCK,202508011844.0,2025-08-01 20:09:00,116.3875,40.424167,360.0,56.0,19.0,2.0
CCA738,A332,,202508011930,202508020430,202508011930,202508020347,EPWA,202508011939.0,2025-08-02 03:37:00,115.630228,40.430908,539.0,56.0,20.0,1.0
CCA742,A21N,7050.0,202508011425,202508011800,202508011425,202508011728,VVNB,202508011443.0,2025-08-01 17:30:00,115.821491,38.675741,479.0,60.0,22.0,3.0
CCA746,A21N,1622.0,202508010120,202508010610,202508010120,202508010537,VDPP,202508010116.0,2025-08-01 05:18:00,115.830037,38.684833,509.0,60.0,24.0,3.0
CCA760,B738,,202508011315,202508011635,202508011315,202508011602,RJGG,202508011321.0,2025-08-01 15:38:00,117.982455,38.607482,536.19,62.0,25.0,4.0
